,代码,名称,最新价,涨跌幅,股东名称,持股变动信息-增减,持股变动信息-变动数量,持股变动信息-占总股本比例,持股变动信息-占流通股比例,变动后持股情况-持股总数,变动后持股情况-占总股本比例,变动后持股情况-持流通股数,变动后持股情况-占流通股比例,变动开始日,变动截止日,公告日
155,603668,天马科技,16.23,0.5,张蕉霖,增持,1,0.002292868,0,,,,,,2023/3/10,2023/3/13
156,603668,天马科技,16.23,0.5,陈玉顺,增持,2,0.004585736,0,,,,,,2023/3/10,2023/3/13
157,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友激进一期私募证券投资基金,增持,7.87,0.03935,0.04,,,,,2023/3/10,2023/3/10,2023/4/29
158,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,37.16,0.1858,0.19,,,,,2023/3/10,2023/3/10,2023/4/29
159,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健一期私募证券投资基金,增持,48.86,0.2443,0.24,,,,,2023/3/10,2023/3/10,2023/4/29
160,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健二期私募证券投资基金,增持,3,0.015,0.02,,,,,2023/3/10,2023/3/10,2023/4/29
161,601919,中远海控,11.11,1.37,中国远洋海运集团有限公司,增持,10571.9887,0.656836546,0.66,,,,,2022/10/10,2023/3/10,2023/3/14
162,600810,神马股份,7.59,-1.56,中国平煤神马集团,增持,2088.3472,1.999995644,2.92,63434.5487,60.75,,,2022/11/23,2023/3/10,2023/3/11
163,2065,东华软件,7.78,6.28,郭玉梅,增持,752,0.234598077,0.26,764.83,0.24,,,2023/2/15,2023/3/10,2023/3/14
164,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,27.84,0.1392,0.14,,,,,2023/3/9,2023/3/9,2023/4/29
165,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健二期私募证券投资基金,增持,5,0.025,0.03,,,,,2023/3/9,2023/3/9,2023/4/29
166,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友激进一期私募证券投资基金,增持,1.43,0.00715,0.01,,,,,2023/3/9,2023/3/9,2023/4/29
167,300119,瑞普生物,21.5,-1.92,上海阿杏投资管理有限公司-阿杏延安9号私募证券投资基金,增持,224,0.478613267,0.69,344,0.74,,,2023/3/8,2023/3/8,2023/3/31
168,831855,浙江大农,6.61,0.15,应云琴,增持,9.173,0.122743087,0.53,304.468,4.07,,,2023/1/17,2023/3/7,2023/3/7
169,603501,韦尔股份,91.25,1.12,上海韦尔半导体股份有限公司2022年员工持股计划,增持,229.28,0.193736352,0.19,,,,,,2023/3/7,2023/3/8
170,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,1.04,0.0052,0.01,,,,,2023/3/7,2023/3/7,2023/4/29
171,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友激进一期私募证券投资基金,增持,5.7,0.0285,0.03,,,,,2023/3/7,2023/3/7,2023/4/29
172,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健一期私募证券投资基金,增持,2.96,0.0148,0.01,,,,,2023/3/7,2023/3/7,2023/4/29
173,949,新乡化纤,3.24,2.53,中原资产管理有限公司,增持,1812.6988,1.235879505,1.29,19532.6785,13.32,,,2023/3/7,2023/3/7,2023/3/9
174,603700,宁水集团,13.99,4.4,上海蓝墨投资管理有限公司-蓝墨私享7号私募证券投资基金,增持,50,0.246012143,0.25,462,2.27,462,2.27,2023/3/6,2023/3/6,2023/3/17
175,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,20.9,0.1045,0.1,,,,,2023/3/6,2023/3/6,2023/4/29
176,300197,节能铁汉,2.61,3.57,中国节能环保集团有限公司,增持,88,0.031173922,0.05,73528.8625,26.05,,,2023/3/2,2023/3/5,2023/3/13
177,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,28.06,0.1403,0.14,,,,,2023/3/3,2023/3/3,2023/4/29
178,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健二期私募证券投资基金,增持,0.63,0.00315,0,,,,,2023/3/3,2023/3/3,2023/4/29
179,601828,美凯龙,5.2,3.59,常州美开信息科技有限公司,增持,6802.3,1.562047664,1.56,6802.3,1.56,,,2023/2/27,2023/3/3,2023/3/4
180,832110,雷特科技,14.84,-1.07,珠海雷特投资有限公司,增持,21,0.538461538,1.94,1032,26.46,,,2023/2/22,2023/3/2,2023/3/3
181,688560,明冠新材,31.04,1.9,上海博强投资有限公司,增持,26.77,0.132984327,0.3,2151.77,10.69,,,2023/3/2,2023/3/2,2023/3/3
182,603416,信捷电气,36.9,0.35,思勰投资思源1号私募证券投资基金,增持,126,0.896414343,0.9,281,2,,,2023/3/2,2023/3/2,2023/3/4
183,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,3.3,0.0165,0.02,,,,,2023/3/2,2023/3/2,2023/4/29
184,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健一期私募证券投资基金,增持,13.27,0.06635,0.07,,,,,2023/3/2,2023/3/2,2023/4/29
185,300625,三雄极光,11.79,2.34,横琴广金美好基金管理有限公司-广金美好星宇1号私募证券投资基金,增持,100,0.357256414,0.73,357.1924,1.28,357.1924,2.59,2023/3/2,2023/3/2,2023/3/17
186,2089,*ST新海,0.89,-2.2,马玲芝、张栗滔、苏州海竞信息科技集团有限公司,增持,150,0.109117128,0.12,,,,,2023/3/1,2023/3/2,2023/3/3
187,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,13.1,0.0655,0.07,,,,,2023/3/1,2023/3/1,2023/4/29
188,300197,节能铁汉,2.61,3.57,中国节能环保集团有限公司,增持,1358.3553,0.48119616,0.7,73440.8625,26.02,,,2022/12/6,2023/3/1,2023/3/2
189,688071,华依科技,49.11,0,王锋,增持,0.2,0.002745564,0,,,,,2023/2/28,2023/2/28,2023/4/18
190,603416,信捷电气,36.9,0.35,思勰投资思源1号私募证券投资基金,增持,155,1.102731929,1.1,155,1.1,,,2023/2/28,2023/2/28,2023/3/2
191,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健二期私募证券投资基金,增持,6.37,0.03185,0.03,,,,,2023/2/28,2023/2/28,2023/4/29
192,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健三期私募证券投资基金,增持,13.6,0.068,0.07,,,,,2023/2/28,2023/2/28,2023/4/29
193,600525,长园集团,5.75,5.31,长园科技集团股份有限公司2022年员工持股计划,增持,40,0.030419982,0.03,,,,,,2023/2/28,2023/3/1
194,600499,科达制造,12.55,1.37,广东联塑科技实业有限公司,增持,6543.711,3.358470575,4,9742.1035,5,,,2023/2/1,2023/2/28,2023/3/1
195,300625,三雄极光,11.79,2.34,横琴广金美好基金管理有限公司-广金美好星宇1号私募证券投资基金,增持,100,0.357256414,0.73,257.1924,0.92,257.1924,1.87,2023/2/28,2023/2/28,2023/3/17
196,300119,瑞普生物,21.5,-1.92,上海阿杏投资管理有限公司-阿杏延安9号私募证券投资基金,增持,120,0.256399964,0.37,120,0.26,,,2023/2/28,2023/2/28,2023/2/28
197,2089,*ST新海,0.89,-2.2,马玲芝,增持,50,0.036372376,0.04,6679.9842,4.86,6679.9842,5.36,2023/2/13,2023/2/28,2023/3/1
198,2089,*ST新海,0.89,-2.2,苏州海竞信息科技集团有限公司,增持,550.1,0.40016888,0.44,550.1,0.4,550.1,0.44,2023/2/13,2023/2/28,2023/3/1
199,2089,*ST新海,0.89,-2.2,张栗滔,增持,100,0.072744752,0.08,100,0.07,100,0.08,2023/2/13,2023/2/28,2023/3/1
200,544,中原环保,6.78,2.42,河南资产管理有限公司,增持,10.98,0.011265184,0.01,4865.4677,4.99,,,2023/2/28,2023/2/28,2023/4/4
201,9,中国宝安,10.67,1.43,深圳市承兴投资有限公司,增持,3499.9897,1.356998585,1.37,42686.8042,16.55,42686.8042,16.73,2023/2/7,2023/2/28,2023/3/1
202,834639,晨光电缆,4.13,0.73,王明珍,增持,1.1247,0.006025179,0.01,179.4181,0.96,,,2023/1/10,2023/2/27,2023/3/1
203,600805,悦达投资,4.21,0.48,江苏悦达集团有限公司,增持,157.2312,0.184783426,0.18,28926.4449,34,,,2022/10/24,2023/2/27,2023/3/2
204,600084,中葡股份,7.81,0.51,孙伟,增持,1125.73,1.001782613,1,7866.09,7,7866.09,7,2022/12/16,2023/2/27,2023/3/1
205,544,中原环保,6.78,2.42,河南资产管理有限公司,增持,29.8,0.030573996,0.03,4854.4877,4.98,,,2023/2/27,2023/2/27,2023/4/4
206,601686,友发集团,6.69,1.36,公司经销商参与认购的锦绣中和(天津)投资管理有限公司的私募基金,增持,1103.29,0.771284638,1.96,,,,,2023/1/17,2023/2/26,2023/2/27
207,688121,卓然股份,40.1,3.67,上海牧鑫资产管理有限公司-牧鑫通盈2号私募证券投资基金,增持,40.53,0.199983552,0.29,40.53,0.2,40.53,0.29,2023/2/23,2023/2/23,2023/2/25
208,7,全新好,5.45,-10.07,王可欣,增持,5.23,0.015096059,0.02,5.23,0.02,,,2023/2/22,2023/2/22,2023/3/25
209,567,海德股份,18.81,1.24,公司控股股东及所属其他企业核心管理人员,增持,130.33,0.140192328,0.14,,,,,,2023/2/21,2023/2/22
210,567,海德股份,18.81,1.24,公司员工,增持,38.95,0.041897423,0.04,,,,,,2023/2/21,2023/2/22
211,949,新乡化纤,3.24,2.53,中原资产管理有限公司,增持,1300,0.886326706,0.93,17719.9797,12.08,,,2023/2/20,2023/2/20,2023/2/24
212,555,神州信息,13.48,4.25,神州数码信息服务股份有限公司2022年员工持股计划,增持,104.03,0.105758763,0.11,1104.7477,1.12,,,2023/1/14,2023/2/20,2023/2/21
213,949,新乡化纤,3.24,2.53,中原资产管理有限公司,增持,1346.115,0.917767441,0.96,16419.9797,11.19,,,2023/2/17,2023/2/17,2023/2/24
214,600696,岩石股份,25.41,1.24,上海贵酒企业发展有限公司及其一致行动人,增持,189.6,0.566867948,0.57,22404.7484,66.99,,,2023/2/8,2023/2/16,2023/2/17
215,300625,三雄极光,11.79,2.34,广金美好星宇1号私募证券投资基金,增持,57.1924,0.204323517,0.42,157.1924,0.56,157.1924,1.14,2023/2/16,2023/2/16,2023/2/17
216,949,新乡化纤,3.24,2.53,中原资产管理有限公司,增持,1370.016,0.934062899,0.98,15073.8647,10.28,,,2023/2/16,2023/2/16,2023/3/9
217,603132,金徽股份,12.22,0,金徽矿业股份有限公司第一期员工持股计划,增持,528.5762,0.540466462,5.39,,,,,2023/2/1,2023/2/15,2023/2/16
218,600221,海航控股,1.71,0.59,伍晓熹,增持,8.5,0.000196688,0,10,0,,,2022/2/22,2023/2/14,2023/2/16
219,600221,海航控股,1.71,0.59,萧飞,增持,10,0.000231398,0,10,0,,,2022/2/15,2023/2/14,2023/2/16
220,600221,海航控股,1.71,0.59,李晓峰,增持,25,0.000578494,0,25,0,,,2022/2/15,2023/2/14,2023/2/16
221,600221,海航控股,1.71,0.59,陈明,增持,50,0.001156989,0,50,0,,,2022/2/15,2023/2/14,2023/2/16
222,600221,海航控股,1.71,0.59,郭赟,增持,10,0.000231398,0,10.8046,0,,,2022/7/30,2023/2/14,2023/2/16
223,600221,海航控股,1.71,0.59,高建,增持,33.24,0.000769166,0,50,0,,,2022/3/10,2023/2/14,2023/2/16
224,600221,海航控股,1.71,0.59,张鸿清,增持,25,0.000578494,0,25,0,,,2022/2/15,2023/2/14,2023/2/16
225,600221,海航控股,1.71,0.59,赵国刚,增持,5,0.000115699,0,5,0,,,2022/2/15,2023/2/14,2023/2/16
226,600221,海航控股,1.71,0.59,曹京斐,增持,5,0.000115699,0,5,0,,,2022/2/15,2023/2/14,2023/2/16
227,301356,天振股份,44.41,0.27,浙江天振科技股份有限公司5名员工,增持,31.96,0.266333333,1.12,,,,,2023/2/1,2023/2/14,2023/2/15
228,2065,东华软件,7.78,6.28,郭玉梅,增持,12.83,0.004002518,0,,,,,2022/10/17,2023/2/14,2023/2/15
229,949,新乡化纤,3.24,2.53,中原资产管理有限公司,增持,1317.5197,0.898271458,0.94,13703.8487,9.34,,,2023/2/14,2023/2/14,2023/2/15
230,600261,阳光照明,3.4,2.72,世纪阳光控股集团有限公司,增持,280,0.197927469,0.2,47669.5661,33.7,,,2023/1/6,2023/2/13,2023/2/15
231,300625,三雄极光,11.79,2.34,广金美好星宇1号私募证券投资基金,增持,100,0.357256414,0.73,100,0.36,100,0.73,2023/2/13,2023/2/13,2023/2/17
232,949,新乡化纤,3.24,2.53,中原资产管理有限公司,增持,1333.3337,0.909053282,0.95,12386.329,8.44,,,2023/2/13,2023/2/13,2023/2/15
233,738,航发控制,23.84,-0.83,中国航发资产管理有限公司,增持,1133.88,0.862145524,0.91,9747.0229,7.41,6196.7271,4.99,2023/2/13,2023/2/13,2023/2/15
234,872190,雷神科技,17.96,0.96,苏州海新信息科技有限公司,增持,18.7561,0.300097595,0.9,1808.9736,28.94,,,2023/1/4,2023/2/10,2023/2/13
235,601963,重庆银行,7.92,0.13,重庆市水利投资(集团)有限公司,增持,35.93,0.010340934,0.02,17372.7066,5,,,2023/2/10,2023/2/10,2023/2/11
236,600519,贵州茅台,1760.52,0.15,中国贵州茅台酒厂(集团)有限责任公司,增持,14.833,0.011807854,0.01,67844.0285,54.01,,,2023/2/10,2023/2/10,2023/2/11
237,600519,贵州茅台,1760.52,0.15,贵州茅台酒厂(集团)技术开发有限公司,增持,0.62,0.000493553,0,2781.8288,2.21,,,2023/2/10,2023/2/10,2023/2/11
238,831195,三祥科技,7.05,3.68,李桂华,增持,9.9932,0.101940222,0.27,98.1932,1,,,2023/1/18,2023/2/9,2023/2/13
239,301093,华兰股份,31.92,-1.63,杨菊兰,增持,10,0.074257426,0.1,,,,,2023/2/7,2023/2/9,2023/2/9
240,600887,伊利股份,29.56,6.33,内蒙古伊利实业集团股份有限公司第三期长期服务计划,增持,830.48,0.129775775,0.13,,,,,2023/2/8,2023/2/8,2023/2/10
241,2290,禾盛新材,9.17,1.66,卢会春,增持,0.1,0.000403043,0,0.1,0,,,2023/2/8,2023/2/8,2023/3/16
242,600810,神马股份,7.59,-1.56,中国平煤神马控股集团有限公司,增持,1044.4203,1.000234085,1.46,62390.6218,59.75,,,2022/11/23,2023/2/7,2023/2/8
243,600696,岩石股份,25.41,1.24,上海贵酒企业发展有限公司及其一致行动人,增持,192.87,0.576644626,0.58,22215.1484,66.42,,,2023/1/6,2023/2/7,2023/2/8
244,2092,中泰化学,6.54,-0.15,新疆中泰(集团)有限责任公司,增持,2751.1414,1.057797891,1.11,56678.2038,21.79,48092.4054,19.32,2022/12/27,2023/2/7,2023/2/8
245,301033,迈普医学,42.58,-0.35,叶涛,增持,132,1.998094212,3.56,132,2,132,3.56,2022/12/29,2023/2/3,2023/2/6
246,688680,海优新材,122.61,-2.92,上海海优威新材料股份有限公司第三期员工持股计划,增持,5.2132,0.062047078,0.1,,,,,,2023/2/2,2023/2/2
247,603022,新通联,9.15,1.44,知行利他私募基金管理(北京)有限公司-知行利他荣友稳健一期私募证券投资基金,增持,100,0.5,0.5,,,,,2023/2/2,2023/2/2,2023/4/29
248,2637,赞宇科技,11.13,0,河南兴业房地产开发有限公司,增持,120.26,0.255654218,0.3,120.26,0.26,,,,2023/2/2,2023/2/3
249,564,ST大集,1.53,0,长春海航投资有限公司,增持,5000,0.260908897,0.33,23226.6125,1.21,,,2022/11/3,2023/2/2,2023/2/3
250,600567,山鹰国际,2.37,0.85,山鹰国际控股股份公司2022年核心员工持股计划,增持,549.3424,0.119003705,0.12,,,,,,2023/2/1,2023/2/2
251,688567,孚能科技,21.44,-2.06,广州工控资本管理有限公司,增持,1421.0959,1.167055505,1.75,1421.0959,1.17,1421.0959,1.75,2022/11/23,2023/1/31,2023/2/1
252,603132,金徽股份,12.22,0,金徽矿业股份有限公司第一期员工持股计划,增持,46.73,0.047781186,0.48,,,,,2023/1/1,2023/1/31,2023/2/1
253,600499,科达制造,12.55,1.37,广东联塑科技实业有限公司,增持,3198.3925,1.641531403,1.95,3198.3925,1.64,,,2023/1/18,2023/1/31,2023/3/1
254,2557,洽洽食品,43.3,-0.12,洽洽食品股份有限公司第八期员工持股计划,增持,72.33,0.142662076,0.14,,,,,,2023/1/31,2023/2/1
255,2185,华天科技,8.96,0.11,天水华天电子集团股份有限公司,增持,333.4722,0.104064221,0.1,70256.9542,21.92,,,2022/10/21,2023/1/31,2023/2/1
256,832110,雷特科技,14.84,-1.07,珠海雷特投资有限公司,增持,39,1,3.6,1011,25.92,39,3.6,2022/12/22,2023/1/30,2023/1/31
257,688047,龙芯中科,150.58,5.47,北京天童芯源科技有限公司,增持,0.25,0.000623441,0.01,8631.8628,21.53,,,2022/10/31,2023/1/30,2023/2/1
258,300102,乾照光电,6.32,1.94,海信视像科技股份有限公司,增持,1538.49,1.702662203,1.71,20676.8632,22.88,20676.8632,22.94,2023/1/20,2023/1/30,2023/1/30
259,600873,梅花生物,9.54,0.53,梅花生物科技集团股份有限公司2023年员工持股计划,增持,2826.08,0.928878257,0.93,,,,,,2023/1/28,2023/1/30
260,601166,兴业银行,17.22,0.47,福建省财政厅,增持,2441.3381,0.117517444,0.12,44262.9382,2.13,44262.9382,2.13,2022/10/19,2023/1/25,2023/1/31
261,601166,兴业银行,17.22,0.47,福建省华兴集团有限责任公司,增持,1011.1143,0.048671492,0.05,3006.9056,0.14,,,2022/1/1,2023/1/20,2023/1/31
262,601166,兴业银行,17.22,0.47,福建省投资开发集团有限责任公司,增持,30112.0499,1.449488356,1.45,59524.2545,2.87,,,2022/1/1,2023/1/20,2023/1/31
263,2100,天康生物,8.63,-1.71,新疆生产建设兵团国有资产经营有限责任公司,增持,53.34,0.039384521,0.04,28646.2584,21.15,,,2022/10/29,2023/1/20,2023/1/30
264,300102,乾照光电,6.32,1.94,海信视像科技股份有限公司,增持,1066.79,1.180627116,1.18,19138.3732,21.18,19138.3732,21.23,2023/1/18,2023/1/19,2023/1/19
265,601825,沪农商行,5.91,0.51,浙江沪杭甬高速公路股份有限公司,增持,331.93,0.034416705,0.07,47077.1321,4.88,,,2022/12/13,2023/1/18,2023/1/20
266,601728,中国电信,6.69,2.45,中国电信集团有限公司,增持,5952.09,0.065045089,0.18,5847651.917,63.9,,,2023/1/14,2023/1/18,2023/1/20
267,600039,四川路桥,15.85,0.76,蜀道投资集团有限责任公司,增持,621.78,0.099862892,0.13,344657.3183,55.35,344635.4294,72.67,2023/1/16,2023/1/18,2023/1/19
268,301286,侨源股份,29.7,2.63,乔鑫,增持,6.25,0.015621095,0.17,1461.36,3.65,,,2023/1/18,2023/1/18,2023/1/19
269,656,金科股份,1.38,1.47,金科地产集团股份有限公司卓越共赢计划暨2019至2023年员工持股计划之三期持股计划,增持,505.54,0.09467545,0.1,,,,,2022/7/29,2023/1/18,2023/1/30
270,870357,雅葆轩,11.73,0.26,芜湖众拓投资管理中心(有限合伙),增持,1,0.016233766,0.07,301,4.89,,,2022/12/8,2023/1/17,2023/1/19
271,600872,中炬高新,36.75,1.55,嘉兴鼎晖桉邺股权投资合伙企业(有限合伙),增持,775.7331,0.987721995,0.99,775.7331,0.99,775.7331,0.99,2022/11/21,2023/1/17,2023/1/19
272,301286,侨源股份,29.7,2.63,乔鑫,增持,6.16,0.015396151,0.17,1455.11,3.64,,,2023/1/17,2023/1/17,2023/1/19
273,601686,友发集团,6.69,1.36,公司经销商参与认购的锦绣中和(天津)投资管理有限公司的私募基金,增持,1019.6229,0.712794895,1.81,,,,,2022/11/20,2023/1/16,2023/1/18
274,301286,侨源股份,29.7,2.63,乔鑫,增持,1.5,0.003749063,0.04,1448.95,3.62,,,2023/1/16,2023/1/16,2023/1/19
275,2993,奥海科技,28.32,-5.28,深圳市奥海科技有限公司,增持,13,0.047094624,0.22,10933,39.61,,,2022/10/17,2023/1/16,2023/1/17
276,301,东方盛虹,12.67,-0.47,陕西省国际信托股份有限公司-陕国投·东方盛虹第三期员工持股集合资金信托计划,增持,5302.5178,0.802052038,1.01,5302.5178,0.8,,,,2023/1/16,2023/1/18
277,688728,格科微,15.86,1.15,夏风,增持,29.8884,0.011960684,0.04,60,0.02,,,2022/11/15,2023/1/13,2023/1/14
278,601728,中国电信,6.69,2.45,中国电信集团有限公司,增持,5479.49,0.059880465,0.16,5841699.827,63.84,,,2022/9/17,2023/1/13,2023/1/14
279,600039,四川路桥,15.85,0.76,蜀道投资集团有限责任公司,增持,4558.3024,0.7321002,0.96,344035.5383,55.25,,,2022/12/21,2023/1/13,2023/1/14
280,301286,侨源股份,29.7,2.63,乔鑫,增持,0.59,0.001474631,0.02,1447.45,3.62,,,2023/1/13,2023/1/13,2023/1/19
281,555,神州信息,13.48,4.25,神州数码信息服务股份有限公司2022年员工持股计划,增持,199.9927,0.203316164,0.2,,,,,2022/11/15,2023/1/13,2023/1/14
282,301286,侨源股份,29.7,2.63,乔鑫,增持,2,0.00499875,0.05,1446.86,3.62,,,2023/1/12,2023/1/12,2023/1/19
283,300080,易成新能,5.34,-5.49,中国平煤神马控股集团有限公司,增持,229.24,0.105342031,0.19,,,,,2022/10/13,2023/1/11,2023/1/11
